,listing_url,last_scraped,host_since,zipcode,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities_cat,amenities_count,minimum_nights,maximum_nights,instant_bookable,availability_365,price,latitude,longitude,years_in_business,revenue,revenue_per_accommodates
755,https://www.airbnb.com/rooms/14213134,2023-03-25,2016-07-19,98116.0,Entire home/apt,2,1.0,1.0,1.0,moderate,62,2,6,f,343,146.0,47.5766,-122.41501,7.0,3212.0,1606.0
756,https://www.airbnb.com/rooms/14217071,2023-03-25,2012-07-27,98105.0,Entire home/apt,4,1.0,1.0,2.0,basic,26,30,1125,f,282,107.0,47.6584,-122.31743,11.0,8881.0,2220.25
757,https://www.airbnb.com/rooms/14220168,2023-03-25,2016-05-15,98125.0,Private room,2,1.0,1.0,1.0,moderate,41,1,23,f,185,65.0,47.71758,-122.28934,7.0,11700.0,5850.0
758,https://www.airbnb.com/rooms/14240147,2023-03-25,2014-11-27,98118.0,Entire home/apt,4,1.0,1.0,4.0,moderate,47,30,120,f,96,100.0,47.55283,-122.26943,8.0,26900.0,6725.0
759,https://www.airbnb.com/rooms/14410216,2023-03-25,2012-07-27,98105.0,Entire home/apt,2,1.0,1.0,1.0,moderate,40,30,1125,f,282,120.0,47.65907,-122.31588,11.0,9960.0,4980.0
760,https://www.airbnb.com/rooms/14455104,2023-03-25,2016-08-10,98144.0,Entire home/apt,14,2.0,4.0,4.0,basic,34,1,28,t,254,165.0,47.59865,-122.29651,7.0,18315.0,1308.2142857142858
761,https://www.airbnb.com/rooms/14465929,2023-03-25,2016-05-06,98112.0,Entire home/apt,6,3.5,3.0,3.0,basic,27,7,1125,f,229,689.0,47.62863,-122.30542,7.0,93704.0,15617.333333333334
762,https://www.airbnb.com/rooms/14468790,2023-03-25,2016-08-10,98122.0,Entire home/apt,2,1.0,1.0,1.0,moderate,38,7,29,f,87,89.0,47.61599,-122.29402,7.0,24742.0,12371.0
763,https://www.airbnb.com/rooms/14473862,2023-03-25,2011-09-29,98112.0,Entire home/apt,2,1.0,2.0,2.0,basic,29,6,21,f,89,150.0,47.64116,-122.30069,11.0,41400.0,20700.0
764,https://www.airbnb.com/rooms/14495593,2023-03-25,2012-07-27,98105.0,Entire home/apt,4,1.0,1.0,2.0,basic,22,30,1125,f,175,95.0,47.65761,-122.31607,11.0,18050.0,4512.5
765,https://www.airbnb.com/rooms/14502893,2023-03-25,2016-07-11,98107.0,Entire home/apt,2,1.0,,1.0,basic,30,3,30,t,6,100.0,47.67147,-122.3646,7.0,35900.0,17950.0
766,https://www.airbnb.com/rooms/14522498,2023-03-25,2017-12-03,98109.0,Entire home/apt,4,1.0,1.0,2.0,moderate,46,2,30,f,66,76.0,47.64096,-122.35202,5.0,22724.0,5681.0
767,https://www.airbnb.com/rooms/14555211,2023-03-25,2015-01-11,98104.0,Shared room,1,2.0,1.0,1.0,basic,9,30,1125,t,365,55.0,47.60014,-122.32646,8.0,0.0,0.0
768,https://www.airbnb.com/rooms/14577606,2023-03-25,2016-08-16,98119.0,Entire home/apt,2,1.0,1.0,1.0,basic,21,2,1125,f,203,67.0,47.63899,-122.36483,7.0,10854.0,5427.0
769,https://www.airbnb.com/rooms/14590737,2023-03-25,2016-08-17,98107.0,Entire home/apt,4,1.0,2.0,2.0,moderate,68,2,1125,f,146,122.0,47.67042,-122.39092,7.0,26718.0,6679.5
770,https://www.airbnb.com/rooms/14592693,2023-03-25,2013-06-08,98122.0,Entire home/apt,6,3.0,3.0,3.0,moderate,38,2,28,f,121,245.0,47.61335,-122.31155,10.0,59780.0,9963.333333333334
771,https://www.airbnb.com/rooms/14610580,2023-03-25,2015-08-02,98121.0,Entire home/apt,4,1.0,,2.0,basic,32,1,100,f,36,84.0,47.61756,-122.34662,8.0,27636.0,6909.0
772,https://www.airbnb.com/rooms/14670084,2023-03-25,2015-04-26,98103.0,Entire home/apt,6,1.0,4.0,4.0,luxury,74,7,38,f,49,389.0,47.65525,-122.34327,8.0,122924.0,20487.333333333332
