,listing_url,last_scraped,host_since,zipcode,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities_cat,amenities_count,minimum_nights,maximum_nights,instant_bookable,availability_365,price,latitude,longitude,years_in_business,revenue,revenue_per_accommodates,0.25_price,0.5_price,0.75_price,outlier,0.25_acc,0.5_acc,0.75_acc,outlier_2,0.25_bathroom,0.5_bathroom,0.75_bathroom,outlier_3,bedrooms_cat,bathrooms_cat,years_in_business_cat,expected_annual_occupency,0.25_revenue,0.5_revenue,0.75_revenue,revenue_cat,0.25_revenue_acc,0.5_revenue_acc,0.75_revenue_acc,revenue_cat_acc,0.25_price_bedcat,0.5_price_bedcat,0.75_price_bedcat,price_cat
30,https://www.airbnb.com/rooms/42837273,2023-03-25,2014-12-03,92109.0,Entire home/apt,4,1.0,1.0,2.0,moderate,65,2,180,f,33,288.0,32.80656,-117.25592,8.0,95616.0,23904.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10,completely booked,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,>75th,85.0,120.0,164.0,>75th
31,https://www.airbnb.com/rooms/635410696121755661,2023-03-25,2017-01-16,92109.0,Entire home/apt,4,1.0,1.0,2.0,basic,32,31,365,t,365,288.0,32.78235,-117.25354,6.0,0.0,0.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10,completely booked,7048.0,21060.0,36127.5,<25th,2894.583333333333,8824.5,15303.5,<25th,85.0,120.0,164.0,>75th
32,https://www.airbnb.com/rooms/36589340,2023-03-25,2019-06-03,92101.0,Private room,4,1.0,1.0,2.0,basic,18,1,365,f,35,286.0,32.7191158,-117.1540946,4.0,94380.0,23595.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 1-5,completely booked,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,>75th,85.0,120.0,164.0,>75th
33,https://www.airbnb.com/rooms/51305729,2023-03-25,2014-09-25,92163.0,Entire home/apt,4,1.0,1.0,1.0,moderate,66,5,1125,f,94,285.0,32.75398,-117.1529,8.0,77235.0,19308.75,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 10-11 month,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,>75th,85.0,120.0,164.0,>75th
34,https://www.airbnb.com/rooms/9369853,2023-03-25,2015-07-02,92109.0,Entire home/apt,4,1.0,1.0,1.0,moderate,41,4,365,t,317,283.0,32.78864,-117.24001,8.0,13584.0,3396.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 1-2 month,7048.0,21060.0,36127.5,25th-50th,2894.583333333333,8824.5,15303.5,25th-50th,85.0,120.0,164.0,>75th
35,https://www.airbnb.com/rooms/36740186,2023-03-25,2015-02-15,92107.0,Entire home/apt,4,1.0,1.0,3.0,moderate,58,3,1125,t,263,282.0,32.74529,-117.25323,8.0,28764.0,7191.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 3-4 month,7048.0,21060.0,36127.5,50th-75th,2894.583333333333,8824.5,15303.5,25th-50th,85.0,120.0,164.0,>75th
36,https://www.airbnb.com/rooms/49860817,2023-03-25,2012-07-22,92109.0,Entire home/apt,4,1.0,1.0,2.0,moderate,44,3,1125,f,324,281.0,32.780254,-117.252007,11.0,11521.0,2880.25,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1,>10, 1-2 month,7048.0,21060.0,36127.5,25th-50th,2894.583333333333,8824.5,15303.5,<25th,85.0,120.0,164.0,>75th
37,https://www.airbnb.com/rooms/563889132315530664,2023-03-25,2021-09-20,92122.0,Entire home/apt,4,1.0,1.0,2.0,luxury,79,2,365,f,157,281.0,32.86801,-117.22398,2.0,58448.0,14612.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 1-5, 6-7 month,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,50th-75th,85.0,120.0,164.0,>75th
38,https://www.airbnb.com/rooms/46644833,2023-03-25,2018-08-07,92109.0,Entire home/apt,4,1.0,1.0,1.0,basic,26,2,1125,f,239,280.0,32.80354,-117.23482,5.0,35280.0,8820.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 1-5, 4-5 month,7048.0,21060.0,36127.5,50th-75th,2894.583333333333,8824.5,15303.5,25th-50th,85.0,120.0,164.0,>75th
39,https://www.airbnb.com/rooms/14183328,2023-03-25,2016-07-25,92101.0,Private room,4,1.0,1.0,2.0,basic,20,7,7,f,356,279.0,32.71565,-117.15931,7.0,2511.0,627.75,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 0-10,7048.0,21060.0,36127.5,<25th,2894.583333333333,8824.5,15303.5,<25th,85.0,120.0,164.0,>75th
40,https://www.airbnb.com/rooms/21618253,2023-03-25,2017-08-02,92101.0,Entire home/apt,4,1.0,1.0,2.0,basic,34,1,1125,f,340,279.0,32.71865,-117.15788,6.0,6975.0,1743.75,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 10 days- 1 month,7048.0,21060.0,36127.5,<25th,2894.583333333333,8824.5,15303.5,<25th,85.0,120.0,164.0,>75th
41,https://www.airbnb.com/rooms/33011308,2023-03-25,2019-03-12,92037.0,Entire home/apt,4,1.0,1.0,2.0,basic,29,3,1125,t,222,279.0,32.85278,-117.25301,4.0,39897.0,9974.25,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 1-5, 4-5 month,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,50th-75th,85.0,120.0,164.0,>75th
42,https://www.airbnb.com/rooms/46085526,2023-03-25,2015-03-29,92109.0,Entire home/apt,4,1.0,1.0,2.0,moderate,64,3,1125,f,208,279.0,32.78228,-117.25122,8.0,43803.0,10950.75,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 5-6 month,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,50th-75th,85.0,120.0,164.0,>75th
